,MP,G,PTS,AST,TwoPA,FGA,WS,All_NBA
296,14613.0,789.0,5919.0,778.0,2543.0,4711.0,31.000000000000004,0
297,23058.0,829.0,5766.0,4232.0,4767.0,5031.0,43.699999999999996,0
298,13742.0,569.0,5002.0,790.0,3353.0,3911.0,20.9,0
299,24003.0,987.0,7309.0,817.0,5579.0,5595.0,52.60000000000001,0
300,9768.0,473.0,3660.0,1174.0,2165.0,3269.0,13.100000000000001,0
301,12734.0,528.0,5808.0,614.0,3437.0,4936.0,33.0,0
302,16709.0,800.0,3356.0,380.0,2640.0,2650.0,37.099999999999994,0
303,7084.0,409.0,2341.0,149.0,1734.0,1734.0,14.699999999999998,0
304,8392.0,319.0,3918.0,691.0,1864.0,3130.0,13.0,0
305,14477.0,507.0,5427.0,1904.0,4350.0,5054.0,15.2,0
306,4871.0,336.0,1081.0,300.0,831.0,835.0,13.599999999999998,0
307,3037.0,202.0,1068.0,179.0,830.0,948.0,1.9000000000000001,0
308,3673.0,276.0,1039.0,54.0,739.0,739.0,6.500000000000001,0
309,6866.0,439.0,1650.0,250.0,1401.0,1416.0,12.3,0
310,11143.0,509.0,4117.0,704.0,1936.0,3454.0,17.700000000000003,0
311,9978.0,541.0,2944.0,846.0,1286.0,2227.0,27.599999999999998,0
312,9429.0,391.0,2909.0,935.0,1524.0,2402.0,15.6,0
313,6357.0,340.0,1741.0,578.0,853.0,1556.0,7.6000000000000005,0
314,5969.0,279.0,2756.0,447.0,1387.0,2346.0,10.700000000000001,0
315,35810.0,980.0,17452.0,6833.0,11415.0,14793.0,118.19999999999999,7
316,9511.0,493.0,4207.0,490.0,3387.0,3434.0,23.1,0
317,17357.0,599.0,7039.0,2002.0,3525.0,5490.0,53.9,0
318,15921.0,703.0,4428.0,1025.0,3632.0,4104.0,28.2,0
319,13268.0,496.0,5466.0,1249.0,2626.0,4711.0,23.000000000000004,0
320,10266.0,515.0,5093.0,502.0,2517.0,4407.0,15.0,0
321,13854.0,535.0,5987.0,1009.0,4349.0,5111.0,18.4,0
322,21356.0,742.0,8627.0,1494.0,5381.0,6480.0,52.5,0
323,6079.0,253.0,2716.0,132.0,1970.0,1971.0,17.599999999999998,0
324,10106.0,318.0,4737.0,1136.0,3019.0,3470.0,26.9,1
325,18281.0,503.0,11010.0,2752.0,5551.0,8446.0,51.1,3
326,10557.0,491.0,4015.0,450.0,3476.0,3530.0,18.1,0
327,21092.0,620.0,10962.0,1231.0,5939.0,8478.0,58.300000000000004,2
328,27433.0,812.0,14868.0,1960.0,10663.0,12661.0,43.0,0
329,15276.0,547.0,7435.0,2755.0,4121.0,5761.0,40.2,1
330,5813.0,253.0,2501.0,407.0,1683.0,2177.0,7.1000000000000005,0
331,16164.0,516.0,8077.0,1762.0,4256.0,6129.0,43.099999999999994,0
332,7884.0,297.0,2639.0,486.0,1909.0,1979.0,18.7,0
333,34776.0,1026.0,17137.0,4252.0,12429.0,13126.0,99.9,4
334,13655.0,531.0,4045.0,714.0,3009.0,3234.0,28.399999999999995,0
335,3023.0,229.0,612.0,76.0,487.0,494.0,4.8,0
336,10094.0,501.0,3791.0,1841.0,1707.0,3137.0,23.599999999999998,0
337,10895.0,570.0,2878.0,719.0,1775.0,2491.0,20.700000000000003,0
338,6204.0,490.0,1850.0,242.0,1686.0,1765.0,3.700000000000001,0
339,5144.0,277.0,1902.0,384.0,1556.0,1662.0,8.2,0
340,15955.0,538.0,7572.0,1216.0,5912.0,5924.0,45.3,0
341,14753.0,756.0,3512.0,443.0,2747.0,2757.0,33.8,0
342,3048.0,203.0,641.0,97.0,528.0,529.0,6.0,0
343,9055.0,383.0,3415.0,1840.0,2017.0,3147.0,11.7,0
344,15891.0,482.0,9047.0,1178.0,7163.0,7230.0,49.2,4
345,9118.0,451.0,4267.0,340.0,2985.0,3086.0,18.0,0
346,11425.0,386.0,4605.0,564.0,2890.0,3876.0,22.200000000000003,0
347,7462.0,341.0,2024.0,323.0,1784.0,1978.0,12.2,0
348,2237.0,207.0,454.0,27.0,302.0,302.0,4.6,0
349,5891.0,217.0,2942.0,93.0,2069.0,2069.0,25.3,0
350,3336.0,202.0,859.0,634.0,532.0,780.0,5.3,0
351,26065.0,972.0,10785.0,2774.0,5692.0,8841.0,62.099999999999994,0
352,14853.0,498.0,5633.0,1280.0,2395.0,4096.0,46.1,0
353,2687.0,224.0,742.0,73.0,559.0,562.0,3.6,0
354,6233.0,256.0,2016.0,283.0,837.0,1754.0,6.5,0
355,20417.0,619.0,6130.0,1259.0,5287.0,5324.0,55.900000000000006,0
356,8166.0,300.0,2209.0,418.0,1850.0,1858.0,17.499999999999996,0
357,15118.0,724.0,4860.0,2588.0,2947.0,4334.0,19.4,0
358,11711.0,525.0,4329.0,862.0,2162.0,3528.0,20.9,0
359,7902.0,469.0,2421.0,230.0,1686.0,1692.0,21.4,0
360,8541.0,332.0,2465.0,647.0,1317.0,2302.0,10.299999999999999,0
361,5711.0,316.0,1635.0,308.0,859.0,1471.0,8.799999999999999,0
362,6978.0,337.0,1749.0,327.0,1386.0,1588.0,8.399999999999999,0
363,6836.0,315.0,2627.0,422.0,2294.0,2338.0,7.9,0
364,15436.0,484.0,8092.0,1333.0,5224.0,6970.0,21.200000000000003,0
365,12033.0,395.0,7736.0,2107.0,3485.0,5639.0,41.4,1
366,4785.0,253.0,1698.0,1006.0,1497.0,1736.0,5.1,0
367,13482.0,695.0,5977.0,2513.0,3599.0,5403.0,18.8,0
368,10976.0,479.0,4779.0,411.0,3754.0,3774.0,21.400000000000002,0
369,16361.0,662.0,7870.0,1200.0,2961.0,5874.0,45.1,0
370,4542.0,249.0,1569.0,178.0,1158.0,1175.0,9.799999999999999,0
371,23111.0,856.0,11134.0,1831.0,4861.0,9518.0,45.3,0
372,7531.0,446.0,3362.0,128.0,2519.0,2529.0,20.5,0
373,12658.0,776.0,3463.0,1919.0,2758.0,3028.0,15.299999999999999,0
374,8632.0,358.0,3324.0,526.0,1395.0,2665.0,21.099999999999998,0
375,5909.0,333.0,1954.0,63.0,1441.0,1442.0,10.5,0
376,4747.0,292.0,1443.0,99.0,1133.0,1134.0,10.1,0
377,6443.0,450.0,1814.0,237.0,1378.0,1381.0,11.699999999999998,0
378,24223.0,808.0,11469.0,3161.0,7641.0,9428.0,42.199999999999996,0
379,14594.0,673.0,4905.0,386.0,3662.0,3669.0,27.800000000000008,0
380,14443.0,547.0,4652.0,3330.0,3155.0,4481.0,17.3,0
381,34037.0,1128.0,17020.0,3883.0,8885.0,14429.0,56.599999999999994,0
382,18891.0,495.0,9737.0,2055.0,6668.0,8464.0,42.400000000000006,1
383,5484.0,241.0,1557.0,259.0,915.0,1352.0,12.399999999999999,0
384,22821.0,799.0,9497.0,4201.0,5362.0,8244.0,47.099999999999994,0
385,4226.0,237.0,1388.0,282.0,651.0,1251.0,3.1,0
386,20688.0,615.0,13618.0,3526.0,5252.0,9053.0,91.2,4
387,9232.0,461.0,3527.0,852.0,2316.0,2928.0,17.0,0
388,11098.0,709.0,3717.0,366.0,1066.0,3003.0,25.099999999999998,0
389,22388.0,839.0,7067.0,1335.0,2888.0,5767.0,50.70000000000001,0
390,6036.0,306.0,2529.0,609.0,1256.0,2290.0,5.800000000000001,0
391,3041.0,218.0,895.0,100.0,621.0,719.0,7.9,0
392,7100.0,467.0,3087.0,930.0,1950.0,3025.0,5.4,0
393,17339.0,720.0,6012.0,1181.0,2711.0,4671.0,38.49999999999999,0
394,11654.0,553.0,2672.0,690.0,2221.0,2448.0,10.999999999999998,0
395,6532.0,269.0,2893.0,477.0,2168.0,2686.0,15.299999999999999,0
396,6459.0,335.0,2066.0,422.0,942.0,1908.0,11.099999999999998,0
397,22245.0,792.0,8743.0,3545.0,5409.0,7108.0,35.699999999999996,0
398,8518.0,537.0,2093.0,418.0,1489.0,1494.0,15.799999999999999,0
399,9898.0,427.0,3553.0,459.0,2262.0,3363.0,10.200000000000001,0
400,8332.0,433.0,3053.0,389.0,2378.0,2385.0,12.8,0
401,14236.0,686.0,2557.0,605.0,2140.0,2174.0,20.100000000000005,0
402,4214.0,286.0,1350.0,633.0,1018.0,1194.0,7.8,0
403,9068.0,509.0,3398.0,417.0,1972.0,3026.0,10.3,0
404,47425.0,1318.0,16735.0,11361.0,9405.0,14805.0,135.00000000000003,5
405,11379.0,618.0,3481.0,266.0,2818.0,2823.0,20.3,0
406,26831.0,788.0,13616.0,2137.0,7840.0,11794.0,53.0,0
407,9554.0,563.0,3599.0,425.0,2992.0,3186.0,13.899999999999999,0
408,41220.0,1359.0,18715.0,5356.0,9536.0,15431.0,101.29999999999998,0
409,14640.0,560.0,5150.0,616.0,4171.0,4213.0,23.2,0
410,23064.0,777.0,8245.0,4583.0,3901.0,7670.0,38.6,0
411,7635.0,291.0,2713.0,233.0,2364.0,2386.0,18.2,0
412,2322.0,237.0,690.0,99.0,514.0,519.0,6.4,0
413,15750.0,764.0,3747.0,703.0,2907.0,2961.0,47.5,0
414,18009.0,584.0,7903.0,925.0,4933.0,6656.0,25.4,0
415,13904.0,450.0,6454.0,1791.0,3695.0,4678.0,51.8,0
416,14658.0,537.0,4931.0,2318.0,3783.0,4665.0,20.400000000000002,0
417,16175.0,600.0,7545.0,3310.0,4565.0,6001.0,41.300000000000004,0
418,3824.0,260.0,1200.0,135.0,947.0,947.0,5.1,0
419,4933.0,220.0,1581.0,260.0,846.0,1262.0,5.6,0
420,2621.0,249.0,877.0,107.0,613.0,639.0,8.1,0
421,4688.0,276.0,2214.0,316.0,1213.0,1928.0,10.5,0
422,10757.0,405.0,4842.0,1807.0,2672.0,3796.0,21.300000000000004,0
423,26148.0,970.0,12754.0,1302.0,10466.0,10560.0,64.7,3
424,4771.0,358.0,1540.0,118.0,1337.0,1339.0,2.9,0
425,7498.0,385.0,2266.0,454.0,2151.0,2294.0,13.099999999999998,0
426,11544.0,539.0,3547.0,431.0,2558.0,2581.0,34.8,0
427,29474.0,948.0,16056.0,3173.0,9743.0,12899.0,51.49999999999999,0
428,10105.0,471.0,4093.0,1407.0,2359.0,3400.0,16.9,0
429,19898.0,620.0,8746.0,1760.0,5784.0,7644.0,31.8,0
430,5927.0,401.0,1072.0,105.0,938.0,948.0,9.4,0
431,3079.0,223.0,1382.0,319.0,726.0,1220.0,2.5000000000000004,0
432,12880.0,399.0,6208.0,1254.0,3481.0,4483.0,49.3,1
433,4404.0,231.0,1473.0,356.0,896.0,1229.0,5.8999999999999995,0
434,17863.0,618.0,5557.0,1807.0,4327.0,4342.0,59.599999999999994,1
435,10401.0,413.0,4281.0,483.0,1592.0,3360.0,21.6,0
436,11102.0,323.0,4536.0,1338.0,1917.0,3584.0,25.599999999999998,0
437,4886.0,242.0,1319.0,502.0,405.0,1096.0,9.5,0
438,40182.0,1135.0,19085.0,4581.0,11548.0,16463.0,80.3,1
439,2886.0,243.0,700.0,150.0,694.0,707.0,2.3,0
440,24879.0,922.0,10384.0,935.0,8684.0,8802.0,56.39999999999999,0
441,2788.0,242.0,563.0,150.0,525.0,554.0,2.7,0
442,7019.0,478.0,1058.0,99.0,770.0,770.0,15.399999999999999,0
443,11626.0,582.0,2283.0,253.0,1611.0,1614.0,23.100000000000005,0
444,6117.0,377.0,2239.0,207.0,1596.0,1776.0,7.9,0
445,7045.0,446.0,2142.0,217.0,2039.0,2051.0,5.500000000000001,0
446,4811.0,294.0,1837.0,228.0,1633.0,1646.0,0.3999999999999999,0
447,4876.0,368.0,1522.0,809.0,860.0,1162.0,10.200000000000001,0
448,5994.0,315.0,2418.0,314.0,1915.0,1921.0,13.799999999999997,0
449,2927.0,242.0,1147.0,362.0,711.0,1185.0,3.4000000000000004,0
450,18716.0,731.0,6375.0,1759.0,3902.0,5391.0,26.300000000000004,0
451,14265.0,515.0,6076.0,1656.0,3101.0,5469.0,27.4,0
452,21616.0,688.0,8841.0,6423.0,4896.0,6080.0,96.6,4
453,18031.0,500.0,9419.0,4610.0,6561.0,7888.0,40.400000000000006,1
454,6143.0,381.0,2901.0,281.0,2446.0,2496.0,6.3999999999999995,0
455,14307.0,581.0,5543.0,734.0,3223.0,4200.0,21.699999999999996,0
456,11811.0,686.0,3981.0,1520.0,1541.0,3007.0,35.2,0
457,5316.0,319.0,2174.0,277.0,1482.0,1846.0,12.3,0
458,8268.0,442.0,2790.0,346.0,1629.0,2309.0,17.1,0
459,9483.0,363.0,4160.0,240.0,2928.0,2932.0,33.599999999999994,0
460,3847.0,262.0,1453.0,170.0,924.0,1221.0,3.9,0
461,6425.0,220.0,3133.0,611.0,1968.0,2765.0,5.7,0
462,9840.0,504.0,3888.0,1453.0,1893.0,3452.0,13.799999999999999,0
463,6971.0,353.0,2974.0,301.0,2489.0,2506.0,14.9,0
464,20963.0,744.0,7166.0,4694.0,3863.0,5841.0,52.599999999999994,0
465,4482.0,256.0,1340.0,125.0,1042.0,1042.0,9.0,0
466,10432.0,391.0,3548.0,609.0,2270.0,2571.0,25.799999999999997,0
467,14523.0,476.0,6882.0,773.0,4865.0,5819.0,37.2,0
468,7580.0,390.0,2174.0,831.0,1298.0,1818.0,17.8,0
469,3902.0,309.0,1214.0,158.0,1101.0,1121.0,2.6,0
470,27671.0,840.0,12476.0,2609.0,9227.0,10683.0,51.300000000000004,0
471,16257.0,504.0,7191.0,3147.0,4907.0,6458.0,26.5,0
472,6842.0,345.0,3035.0,628.0,1999.0,2789.0,5.6000000000000005,0
473,5736.0,506.0,1534.0,373.0,812.0,1431.0,12.600000000000001,0
474,3049.0,231.0,907.0,182.0,734.0,795.0,3.9,0
475,9780.0,471.0,3325.0,408.0,1834.0,3052.0,15.100000000000001,0
476,32992.0,1098.0,14492.0,2414.0,12487.0,12536.0,53.80000000000001,1
477,5865.0,332.0,2201.0,350.0,1374.0,2169.0,1.9000000000000001,0
478,27290.0,742.0,17878.0,3063.0,12663.0,12817.0,125.19999999999997,6
479,12154.0,398.0,6508.0,903.0,3464.0,4798.0,55.300000000000004,2
480,5620.0,282.0,1235.0,274.0,511.0,1101.0,11.5,0
481,12676.0,602.0,3787.0,752.0,1536.0,3328.0,17.9,0
482,15758.0,495.0,8095.0,776.0,5345.0,6761.0,36.4,0
483,5025.0,208.0,2178.0,230.0,1234.0,1748.0,9.299999999999999,0
484,5756.0,278.0,2628.0,471.0,1403.0,2094.0,14.7,0
485,10583.0,537.0,2950.0,242.0,2191.0,2204.0,28.6,0
486,15008.0,443.0,8137.0,2381.0,4658.0,6915.0,32.7,0
487,18501.0,621.0,7644.0,1545.0,6260.0,7036.0,29.9,0
488,16551.0,747.0,4080.0,787.0,3091.0,3105.0,27.599999999999998,0
489,10539.0,409.0,4858.0,432.0,3577.0,3596.0,34.6,0
490,16391.0,547.0,6583.0,3105.0,4541.0,5659.0,43.5,0
491,15376.0,565.0,5149.0,859.0,4062.0,4300.0,28.5,0
492,6280.0,307.0,2488.0,519.0,1313.0,2139.0,8.299999999999999,0
493,9488.0,314.0,3665.0,495.0,1885.0,3320.0,14.399999999999999,0
494,23134.0,757.0,9325.0,1439.0,7749.0,8031.0,48.40000000000001,0
495,7219.0,318.0,2655.0,288.0,2141.0,2160.0,17.6,0
496,16929.0,507.0,7165.0,1295.0,4499.0,6337.0,45.00000000000001,0
497,26278.0,703.0,19121.0,2663.0,9933.0,13254.0,119.9,7
498,49564.0,1420.0,25786.0,5376.0,20241.0,20867.0,189.89999999999998,8
499,7420.0,229.0,3703.0,1799.0,2150.0,2462.0,28.7,0
500,18774.0,576.0,10593.0,1368.0,5499.0,7934.0,70.60000000000001,2
501,20524.0,676.0,11861.0,1283.0,5547.0,8373.0,58.99999999999999,0
502,7645.0,521.0,1820.0,1070.0,1460.0,1482.0,11.999999999999998,0
503,6430.0,423.0,2516.0,246.0,2311.0,2318.0,5.9,0
504,14281.0,629.0,6030.0,462.0,5181.0,5234.0,26.099999999999998,0
505,14134.0,728.0,5067.0,1601.0,3079.0,4356.0,18.499999999999996,0
506,5038.0,233.0,1948.0,784.0,1011.0,1568.0,8.4,0
507,9054.0,296.0,4070.0,809.0,2271.0,3339.0,18.0,0
508,26253.0,844.0,9383.0,4153.0,5286.0,8326.0,51.8,0
509,15182.0,464.0,8854.0,1045.0,4072.0,7243.0,36.6,2
510,48637.0,1346.0,33643.0,6306.0,20654.0,26200.0,172.59999999999997,14
511,9042.0,534.0,3174.0,229.0,2625.0,2627.0,23.700000000000003,0
512,13377.0,743.0,5010.0,526.0,4066.0,4177.0,29.000000000000004,0
513,26636.0,1082.0,8847.0,1190.0,7738.0,7769.0,63.300000000000004,0
514,12880.0,584.0,3903.0,526.0,2976.0,2985.0,20.199999999999996,0
515,25764.0,974.0,9741.0,1769.0,3057.0,7544.0,62.599999999999994,0
516,20987.0,664.0,9792.0,3945.0,4388.0,7440.0,68.0,1
517,4643.0,321.0,1760.0,378.0,1408.0,1494.0,11.0,0
518,7279.0,318.0,2208.0,252.0,1131.0,1898.0,9.700000000000001,0
519,13024.0,381.0,8232.0,2114.0,4701.0,6588.0,40.4,1
520,27568.0,794.0,15136.0,1510.0,12366.0,12659.0,86.69999999999999,4
521,12168.0,463.0,4990.0,663.0,3727.0,4488.0,17.2,0
522,32131.0,961.0,12781.0,3554.0,8267.0,10393.0,77.0,0
523,18477.0,736.0,8286.0,978.0,5835.0,7301.0,19.799999999999997,0
524,7984.0,303.0,2823.0,987.0,1923.0,2534.0,12.7,0
525,4639.0,251.0,1410.0,169.0,967.0,1183.0,4.4,0
526,6010.0,255.0,1731.0,419.0,1085.0,1446.0,10.5,0
527,19158.0,598.0,8857.0,2033.0,6519.0,7905.0,28.999999999999996,0
528,17558.0,492.0,7230.0,1469.0,4781.0,5771.0,47.300000000000004,0
529,4635.0,238.0,1520.0,174.0,1390.0,1395.0,10.299999999999999,0
530,28996.0,754.0,13810.0,2984.0,9226.0,11909.0,44.300000000000004,0
531,5945.0,337.0,1584.0,319.0,1490.0,1492.0,12.7,0
532,4726.0,318.0,2031.0,183.0,1589.0,1606.0,13.0,0
533,41272.0,1061.0,28787.0,7461.0,16508.0,20803.0,205.60000000000002,13
534,17950.0,828.0,8839.0,1742.0,4729.0,7226.0,36.6,0
535,7362.0,332.0,1689.0,1279.0,733.0,1510.0,5.600000000000001,0
536,5340.0,276.0,2423.0,277.0,2171.0,2177.0,7.6000000000000005,0
537,3133.0,225.0,1414.0,76.0,888.0,893.0,11.8,0
538,8185.0,409.0,3561.0,321.0,1758.0,2912.0,13.599999999999998,0
539,21081.0,855.0,7113.0,2116.0,3993.0,6770.0,33.6,0
540,2428.0,215.0,555.0,74.0,489.0,496.0,3.2,0
541,18522.0,773.0,6189.0,621.0,5540.0,5569.0,30.599999999999994,0
542,5262.0,393.0,1521.0,182.0,1314.0,1317.0,7.2,0
543,17845.0,759.0,9682.0,2219.0,4786.0,7404.0,46.400000000000006,0
544,9965.0,346.0,4250.0,397.0,3662.0,3732.0,18.900000000000002,0
545,8468.0,370.0,2962.0,623.0,2637.0,2641.0,14.900000000000002,0
546,13581.0,566.0,3711.0,510.0,2755.0,3179.0,22.6,0
547,14536.0,723.0,5366.0,1024.0,3644.0,4766.0,28.0,0
548,19001.0,743.0,8882.0,1194.0,7171.0,7442.0,45.69999999999999,0
549,4617.0,331.0,1559.0,193.0,555.0,1378.0,6.2,0
550,21245.0,805.0,7640.0,3659.0,5061.0,6695.0,35.9,0
551,9386.0,543.0,2606.0,1287.0,1856.0,2398.0,14.100000000000001,0
552,29183.0,839.0,12629.0,1925.0,8820.0,10631.0,71.2,0
553,7475.0,326.0,2736.0,712.0,1201.0,2325.0,14.399999999999999,0
554,7258.0,277.0,3784.0,975.0,2588.0,3403.0,13.599999999999998,0
555,6681.0,439.0,2174.0,202.0,2207.0,2223.0,5.6,0
556,12631.0,769.0,4756.0,656.0,3820.0,3889.0,26.800000000000004,0
557,10425.0,392.0,4340.0,721.0,3288.0,3782.0,16.299999999999997,0
558,25560.0,992.0,13467.0,3838.0,5936.0,9799.0,104.30000000000001,2
559,21721.0,643.0,9592.0,2086.0,6928.0,7262.0,69.60000000000001,2
560,6813.0,328.0,2966.0,282.0,2403.0,2433.0,12.2,0
561,17469.0,652.0,6928.0,682.0,5321.0,5341.0,53.699999999999996,0
562,14903.0,644.0,6209.0,1080.0,2929.0,5191.0,23.499999999999996,0
563,4952.0,300.0,1823.0,665.0,1215.0,1508.0,6.199999999999999,0
564,27072.0,910.0,8948.0,1727.0,7684.0,7771.0,77.4,0
565,6032.0,289.0,2782.0,352.0,2426.0,2536.0,2.6999999999999997,0
566,10546.0,393.0,4382.0,632.0,2381.0,3820.0,19.3,0
567,5874.0,207.0,1916.0,757.0,910.0,1755.0,9.0,0
568,8467.0,335.0,4504.0,519.0,2277.0,3821.0,16.999999999999996,0
569,15704.0,574.0,5203.0,2196.0,2215.0,4166.0,31.6,0
570,12970.0,471.0,4074.0,1271.0,1723.0,2919.0,33.5,0
571,12013.0,512.0,4175.0,412.0,3261.0,3364.0,18.2,0
572,7673.0,410.0,2444.0,296.0,1918.0,1924.0,14.4,0
573,3681.0,230.0,1261.0,294.0,957.0,1071.0,2.1999999999999997,0
574,19244.0,687.0,5314.0,5238.0,3291.0,4605.0,45.900000000000006,0
575,5335.0,453.0,975.0,181.0,818.0,834.0,8.2,0
576,3213.0,272.0,1230.0,95.0,1043.0,1051.0,7.1,0
577,3915.0,270.0,975.0,60.0,788.0,788.0,5.1000000000000005,0
578,10884.0,411.0,4908.0,672.0,3390.0,4210.0,19.4,0
579,11246.0,447.0,3193.0,1600.0,2104.0,2944.0,12.0,0
580,11707.0,548.0,4319.0,966.0,3494.0,3933.0,16.6,0
581,9386.0,613.0,4928.0,404.0,3741.0,4154.0,23.8,0
582,13914.0,580.0,5056.0,588.0,1995.0,4062.0,24.700000000000003,0
583,4889.0,258.0,1882.0,295.0,1436.0,1505.0,6.2,0
584,24891.0,861.0,9122.0,1125.0,5339.0,7390.0,53.79999999999999,0
585,6618.0,288.0,2583.0,574.0,1735.0,1750.0,20.2,0
586,20507.0,869.0,7150.0,1535.0,3259.0,5975.0,42.0,0
587,13356.0,792.0,4632.0,552.0,1845.0,3768.0,38.599999999999994,0
